結	38
溢	0
疾	1
游	34
丘	1
流	44
期	79
滋	21
施	18
此	23
有	325
離	32
覆	3
洽	1
修	1
昆	0
延	4
人	650
盈	忘	0
盈	香	0
盈	粮	0
盈	畺	0
盈	昌	0
成	聽	1.0
成	陽	0.3333333333333333
成	量	0
成	臧	0
成	章	0
成	相	0
成	皇	0.2
成	忘	0.25
成	香	0
成	粮	0
成	畺	0
成	昌	0
聽	陽	0
聽	量	0
聽	臧	0
聽	章	0
聽	相	0
聽	皇	0.07692307692307693
聽	忘	0
聽	香	0
聽	粮	0
聽	畺	0
聽	昌	0
陽	量	0
陽	臧	0
陽	章	0.3333333333333333
陽	相	0
陽	皇	0.2
陽	忘	0.125
陽	香	0
陽	粮	0
陽	畺	0
陽	昌	0.3333333333333333
量	臧	0
量	章	0
量	相	0
量	皇	0
量	忘	0
量	香	0
量	粮	0
量	畺	0
量	昌	0
臧	章	0
臧	相	0
臧	皇	0
臧	忘	0.3333333333333333
臧	香	0
臧	粮	0
臧	畺	0
臧	昌	0
章	相	0
章	皇	0.022727272727272728
章	忘	0.25
章	香	0
章	粮	0
章	畺	0
章	昌	0.2
相	皇	0
相	忘	0
相	香	0
相	粮	0
相	畺	0
相	昌	0
皇	忘	0
皇	香	0.1
皇	粮	0
皇	畺	0
皇	昌	0.2
忘	香	0.09090909090909091
忘	粮	0
忘	畺	0
忘	昌	0.2
香	粮	0
香	畺	0
香	昌	0
粮	畺	0
粮	昌	0
畺	昌	1.0
章	1198
方	355
巟	0
里	72
紀	353
市	367
圮	0
首	183
門	104
山	132
渥	0
足	45
足	45
章	方	0.14285714285714285
章	巟	0
章	里	0
章	紀	0
章	市	0.14285714285714285
章	圮	0
章	首	0
章	門	0.022727272727272728
章	山	0
章	渥	0
章	足	0
章	足	0.08333333333333333
方	巟	0
方	里	0
方	紀	0
方	市	0
方	圮	0
方	首	0.14285714285714285
方	門	0.022727272727272728
方	山	0
方	渥	0
方	足	0
方	足	0.08333333333333333
巟	里	0
巟	紀	0
巟	市	0
巟	圮	0
巟	首	0
巟	門	0
巟	山	0
巟	渥	0
巟	足	0
巟	足	0.08333333333333333
里	紀	0.03571428571428571
里	市	0.14285714285714285
里	圮	0
里	首	0
里	門	0
里	山	0
里	渥	0
里	足	0
里	足	0.08333333333333333
紀	市	0.3333333333333333
紀	圮	0
紀	首	0
紀	門	0
紀	山	0
紀	渥	0
紀	足	0
紀	足	0.08333333333333333
市	圮	0
市	首	0.017543859649122806
市	門	0
市	山	0
市	渥	0
市	足	0
市	足	0.08333333333333333
圮	首	0
圮	門	0
圮	山	0
圮	渥	0
圮	足	0
圮	足	0.08333333333333333
首	門	0
首	山	0.02040816326530612
首	渥	0
首	足	0
首	足	0.08333333333333333
門	山	0
門	渥	0
門	足	0
門	足	0.08333333333333333
山	渥	0
山	足	0
山	足	0.08333333333333333
渥	足	0
渥	足	0.08333333333333333
足	足	0
純	58
仁	134
芬	12
勛	8
淵	13
民	162
人	743
親	235
山	143
孫	739
純	仁	0.047619047619047616
純	芬	0
純	勛	0
純	淵	0.14285714285714285
純	民	0
純	人	0.09090909090909091
純	親	0
純	山	0
純	孫	0
仁	芬	0
仁	勛	0.125
仁	淵	0
仁	民	0.017543859649122806
仁	人	0.047619047619047616
仁	親	0.017543859649122806
仁	山	0
仁	孫	0.1
芬	勛	0
芬	淵	0
芬	民	0
芬	人	0
芬	親	0
芬	山	0
芬	孫	0
勛	淵	0
勛	民	0.125
勛	人	0
勛	親	0
勛	山	0
勛	孫	0
淵	民	0
淵	人	0.5
淵	親	0.5
淵	山	0
淵	孫	0
民	人	1.0
民	親	0.3333333333333333
民	山	0
民	孫	0.03571428571428571
人	親	0.5
人	山	0.25
人	孫	0.25
親	山	0
親	孫	0.25
山	孫	0.16666666666666666
聲	116
城	38
霆	0
寧	224
成	140
靈	121
下	160
聲	城	0.14285714285714285
聲	霆	0
聲	寧	0.1111111111111111
聲	成	0.25
聲	靈	1.0
聲	下	0
城	霆	0
城	寧	0.045454545454545456
城	成	0
城	靈	0
城	下	0
霆	寧	0
霆	成	0
霆	靈	0
霆	下	0
寧	成	0.16666666666666666
寧	靈	1.0
寧	下	0
成	靈	0.05
成	下	0
靈	下	0.02040816326530612
明	2246
章	1209
剛	191
揚	21
讓	61
京	84
長	613
亡	56
蒼	19
芳	56
明	章	0.14285714285714285
明	剛	0.25
明	揚	0.5
明	讓	0
明	京	0
明	長	0.25
明	亡	0
明	蒼	0
明	芳	0
章	剛	0.2
章	揚	0
章	讓	0
章	京	0
章	長	1.0
章	亡	0
章	蒼	0.06666666666666667
章	芳	0.06666666666666667
剛	揚	0
剛	讓	0
剛	京	0
剛	長	0.2
剛	亡	0
剛	蒼	0
剛	芳	0
揚	讓	0
揚	京	0
揚	長	0.1
揚	亡	0
揚	蒼	0
揚	芳	0.2
讓	京	0
讓	長	0
讓	亡	0.017543859649122806
讓	蒼	0
讓	芳	0
京	長	0
京	亡	0
京	蒼	0
京	芳	0
長	亡	0
長	蒼	0
長	芳	0.125
亡	蒼	0
亡	芳	0
蒼	芳	0.06666666666666667
同	191
縱	57
庸	36
功	140
雙	65
邦	74
同	縱	0.022727272727272728
同	庸	0.02702702702702703
同	功	0.16666666666666666
同	雙	0
同	邦	0.045454545454545456
縱	庸	0
縱	功	0.022727272727272728
縱	雙	0
縱	邦	0
庸	功	0
庸	雙	0
庸	邦	0
功	雙	0
功	邦	0.16666666666666666
雙	邦	0
女	37
阻	28
侶	10
許	8
汝	0
覩	0
數	9
府	16
卜	9
浦	0
處	46
語	19
雨	107
土	78
魯	46
古	27
女	阻	0
女	侶	0
女	許	0.25
女	汝	0
女	覩	0
女	數	0
女	府	0
女	卜	0
女	浦	0
女	處	0
女	語	0.25
女	雨	0.25
女	土	0
女	魯	0
女	古	0
阻	侶	0
阻	許	0
阻	汝	0
阻	覩	0
阻	數	0
阻	府	0
阻	卜	0
阻	浦	0
阻	處	0
阻	語	0
阻	雨	0.03571428571428571
阻	土	0.03571428571428571
阻	魯	0
阻	古	0
侶	許	0
侶	汝	0
侶	覩	0
侶	數	0
侶	府	0
侶	卜	0
侶	浦	0
侶	處	0
侶	語	0
侶	雨	0
侶	土	0
侶	魯	0
侶	古	0
許	汝	0
許	覩	0
許	數	0
許	府	0
許	卜	0
許	浦	0
許	處	0
許	語	0.25
許	雨	0.25
許	土	0.25
許	魯	0
許	古	0
汝	覩	0
汝	數	0
汝	府	0
汝	卜	0
汝	浦	0
汝	處	0
汝	語	0
汝	雨	0
汝	土	0
汝	魯	0
汝	古	0
覩	數	0
覩	府	0
覩	卜	0
覩	浦	0
覩	處	0
覩	語	0
覩	雨	0
覩	土	0
覩	魯	0
覩	古	0
數	府	0
數	卜	0
數	浦	0
數	處	0
數	語	0
數	雨	0
數	土	0
數	魯	0
數	古	0
府	卜	0
府	浦	0
府	處	0
府	語	0
府	雨	0
府	土	0
府	魯	0
府	古	0
卜	浦	0
卜	處	0
卜	語	0
卜	雨	0
卜	土	0
卜	魯	0
卜	古	0
浦	處	0
浦	語	0
浦	雨	0
浦	土	0
浦	魯	0
浦	古	0
處	語	0
處	雨	0.2
處	土	0.07692307692307693
處	魯	0
處	古	0
語	雨	0.25
語	土	0
語	魯	0
語	古	0
雨	土	0.03571428571428571
雨	魯	0
雨	古	0
土	魯	0.04
土	古	0
魯	古	0
明	2255
清	90
廎	8
盈	89
形	83
楨	54
生	270
靈	127
庭	159
榮	194
臣	83
齊	15
𥚝	0
仁	143
賢	70
大	78
會	36
逝	29
往	16
明	清	0.1111111111111111
明	廎	0
明	盈	0
明	形	0
明	楨	0
明	生	0.5
明	靈	1.0
明	庭	0.25
明	榮	0.022727272727272728
明	臣	0
明	齊	0
明	𥚝	0
明	仁	0.2
明	賢	0
明	大	0.5
明	會	0
明	逝	0
明	往	0
清	廎	0
清	盈	0.03571428571428571
清	形	0
清	楨	0
清	生	0.03571428571428571
清	靈	0.05
清	庭	0.2
清	榮	0.16666666666666666
清	臣	0
清	齊	0
清	𥚝	0
清	仁	0
清	賢	0
清	大	0
清	會	0
清	逝	0
清	往	0
廎	盈	0
廎	形	0
廎	楨	0
廎	生	0
廎	靈	0
廎	庭	0
廎	榮	0
廎	臣	0
廎	齊	0
廎	𥚝	0
廎	仁	0
廎	賢	0
廎	大	0
廎	會	0
廎	逝	0
廎	往	0
盈	形	0
盈	楨	0
盈	生	0.03571428571428571
盈	靈	0.02040816326530612
盈	庭	0.03571428571428571
盈	榮	0
盈	臣	0
盈	齊	0
盈	𥚝	0
盈	仁	0
盈	賢	0
盈	大	0.02040816326530612
盈	會	0
盈	逝	0
盈	往	0
形	楨	0
形	生	0
形	靈	0
形	庭	0
形	榮	0
形	臣	0
形	齊	0
形	𥚝	0
形	仁	0
形	賢	0.043478260869565216
形	大	0
形	會	0
形	逝	0
形	往	0
楨	生	0
楨	靈	0
楨	庭	0
楨	榮	0.017543859649122806
楨	臣	0
楨	齊	0
楨	𥚝	0
楨	仁	0.017543859649122806
楨	賢	0
楨	大	0
楨	會	0
楨	逝	0
楨	往	0
生	靈	0.08333333333333333
生	庭	1.0
生	榮	0.09090909090909091
生	臣	0
生	齊	0
生	𥚝	0
生	仁	0
生	賢	0
生	大	0
生	會	0
生	逝	0
生	往	0
靈	庭	0.08333333333333333
靈	榮	0
靈	臣	0
靈	齊	0
靈	𥚝	0
靈	仁	0
靈	賢	0
靈	大	0.02040816326530612
靈	會	0
靈	逝	0
靈	往	0
庭	榮	0.25
庭	臣	0.04
庭	齊	0
庭	𥚝	0
庭	仁	0.04
庭	賢	0
庭	大	0.02040816326530612
庭	會	0
庭	逝	0
庭	往	0
榮	臣	0
榮	齊	0
榮	𥚝	0
榮	仁	0.017543859649122806
榮	賢	0
榮	大	0
榮	會	0
榮	逝	0
榮	往	0
臣	齊	0
臣	𥚝	0
臣	仁	0.04
臣	賢	0
臣	大	0
臣	會	0.047619047619047616
臣	逝	0
臣	往	0
齊	𥚝	0
齊	仁	0
齊	賢	0
齊	大	0
齊	會	0
齊	逝	0
齊	往	0
𥚝	仁	0
𥚝	賢	0
𥚝	大	0
𥚝	會	0
𥚝	逝	0
𥚝	往	0
仁	賢	0
仁	大	0
仁	會	0.047619047619047616
仁	逝	0
仁	往	0
賢	大	0
賢	會	0
賢	逝	0
賢	往	0
大	會	0
大	逝	0.2
大	往	0
會	逝	0
會	往	0
逝	往	0
胄	20
偶	19
州	10
殊	31
優	33
組	0
舒	9
徂	22
辜	10
模	0
胄	偶	0
胄	州	0
胄	殊	0
胄	優	0
胄	組	0
胄	舒	0
胄	徂	0
胄	辜	0
胄	模	0
偶	州	0
偶	殊	0
偶	優	0
偶	組	0
偶	舒	0
偶	徂	0
偶	辜	0
偶	模	0
州	殊	0
州	優	0
州	組	0
州	舒	0
州	徂	0
州	辜	0
州	模	0
殊	優	0
殊	組	0
殊	舒	0
殊	徂	0
殊	辜	0
殊	模	0
優	組	0
優	舒	0
優	徂	0
優	辜	0
優	模	0
組	舒	0
組	徂	0
組	辜	0
組	模	0
舒	徂	0
舒	辜	0
舒	模	0
徂	辜	0
徂	模	0
辜	模	0
迴	0
毗	0
人	752
迴	毗	0
迴	人	0
毗	人	0
明	2273
常	209
梁	57
陽	1291
明	常	0.25
明	梁	0.2
明	陽	1.0
常	梁	0
常	陽	0.14285714285714285
梁	陽	0.06666666666666667
人	754
卿	213
周	46
亡	65
人	卿	0
人	周	0
人	亡	0
卿	周	0
卿	亡	0
周	亡	0
雲	346
時	179
君	420
宦	2
命	137
嗟	7
時	君	0.3333333333333333
時	宦	0
時	命	0
時	嗟	0
君	宦	0
君	命	0
君	嗟	0
宦	命	0
宦	嗟	0
命	嗟	0
